district,division,season,year,rainfall_mm_seasonal,temp_max_avg_C,temp_min_avg_C,humidity_avg_pct,dry_spell_days,rainfall_deviation_pct,onset_monsoon_deviation_days,fog_days,soil_type,soil_pH,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,ec_dS_m,crop_name,sowing_date_deviation,irrigation_type,seed_variety,fertilizer_kg_ha,pesticide_applications,previous_crop,ndvi_sowing,ndvi_peak,ndvi_delta,ndvi_stress_weeks,humidity_streak_days,temp_disease_window,prev_season_disease,pest_alert_issued,yield_kg_per_hectare,disease_risk_score,disease_risk_label,scenario
Sangli,Pune,Kharif,2018,516.6,33.9,14.0,86.5,5,-19.0,-3,0,Medium Black,7.5,0.34,241.4,17.0,365.1,17.3,0.36,Jowar,-1,drip,BT,168.2,3,Cotton,0.4,0.69,0.29,0,0,0,0,0,1184.9,0.057,Low,normal
Solapur,Pune,Kharif,2018,543.6,33.3,14.4,80.4,10,-14.7,0,0,Medium Black,7.5,0.5,161.4,16.0,449.7,31.1,0.41,Soybean,-4,furrow,HYV,272.9,1,Tur Dal,0.35,0.8,0.45,0,4,18,0,0,1500.0,0.239,Low,normal
Solapur,Pune,Year-Round,2018,102.0,38.2,20.5,55.9,7,20.0,0,0,Medium Black,7.2,0.61,225.2,23.8,449.5,24.2,0.62,Sugarcane,-1,rainfed,Hybrid,161.6,4,Sugarcane,0.47,0.6,0.13,0,3,6,1,0,60248.2,0.308,Medium,normal
Solapur,Pune,Kharif,2018,588.2,31.1,15.0,67.8,10,-7.7,0,0,Medium Black,6.5,0.45,234.6,13.3,357.7,28.9,0.7,Jowar,-6,rainfed,Desi,229.1,3,Tur Dal,0.34,0.72,0.38,1,21,6,1,1,1049.3,1.0,Critical,pest_outbreak
Kolhapur,Pune,Kharif,2018,621.7,32.3,14.6,91.0,5,-2.5,5,0,Medium Black,7.7,0.45,154.2,25.7,364.6,31.3,0.25,Soybean,-6,rainfed,BT,167.3,2,Rice,0.33,0.72,0.39,0,6,22,0,0,1368.0,0.304,Medium,normal
Kolhapur,Pune,Year-Round,2018,99.0,39.5,21.6,22.8,12,16.5,0,0,Deep Black Cotton,7.3,0.79,214.5,33.5,481.7,27.3,0.53,Sugarcane,-3,furrow,BT,156.6,2,Jowar,0.5,0.59,0.09,0,7,4,0,0,57507.1,0.185,Low,normal
Kolhapur,Pune,Kharif,2018,688.5,31.8,15.6,67.7,6,8.0,-3,0,Medium Black,7.4,0.49,241.6,22.4,277.0,26.0,0.31,Jowar,8,rainfed,BT,217.0,3,Rice,0.4,0.52,0.12,1,4,2,0,0,825.1,0.185,Low,normal
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2018,331.9,37.4,16.4,54.2,20,-31.9,7,0,Deep Black Cotton,8.2,0.6,207.5,34.1,453.0,39.7,0.63,Soybean,5,canal,Hybrid,176.5,3,Cotton,0.35,0.47,0.12,3,9,5,0,0,635.8,0.513,High,drought
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2018,315.7,34.6,17.2,50.0,20,-35.2,-4,0,Medium Black,7.6,0.57,153.4,18.8,351.6,29.6,0.37,Cotton,0,rainfed,Desi,233.2,5,Sugarcane,0.19,0.45,0.26,0,9,24,1,0,138.9,0.545,High,drought
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2018,280.8,35.5,15.4,68.9,27,-42.4,1,0,Deep Black Cotton,8.5,0.78,237.4,31.9,352.3,28.3,0.47,Tur Dal,-3,sprinkler,HYV,239.5,5,Cotton,0.18,0.4,0.22,1,15,2,0,0,491.2,0.373,Medium,drought
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2018,285.5,34.9,16.7,56.4,30,-41.4,-1,0,Medium Black,7.4,0.37,161.2,14.7,299.4,18.4,0.6,Jowar,1,furrow,Hybrid,289.7,1,Tur Dal,0.22,0.32,0.1,0,8,7,0,0,561.4,0.06,Low,drought
Jalna,Aurangabad,Kharif,2018,267.9,34.9,16.2,62.1,29,-45.0,2,0,Deep Black Cotton,7.3,0.65,250.5,29.8,341.4,37.0,0.68,Soybean,1,rainfed,HYV,85.9,1,Rice,0.17,0.33,0.16,1,0,19,1,0,358.1,0.551,High,drought
Jalna,Aurangabad,Kharif,2018,283.7,35.8,17.4,64.7,22,-41.8,0,0,Medium Black,7.0,0.42,199.1,23.4,257.4,33.0,0.78,Cotton,0,furrow,Desi,256.6,3,Soybean,0.34,0.36,0.02,1,5,5,1,1,164.0,0.565,High,drought
Jalna,Aurangabad,Kharif,2018,336.0,37.8,17.9,72.8,31,-31.1,2,0,Medium Black,6.7,0.45,213.6,21.1,415.5,27.8,0.36,Tur Dal,-3,canal,Hybrid,274.6,0,Soybean,0.33,0.45,0.12,3,5,0,0,0,602.4,0.419,Medium,drought
Jalna,Aurangabad,Kharif,2018,323.8,34.5,17.7,83.4,19,-33.6,0,0,Deep Black Cotton,7.6,0.69,224.7,29.8,498.8,25.2,0.87,Jowar,3,furrow,BT,162.0,4,Cotton,0.19,0.32,0.13,1,9,0,0,0,547.6,0.199,Low,drought
Beed,Aurangabad,Kharif,2018,338.0,34.2,15.1,64.8,25,-30.7,4,0,Deep Black Cotton,8.0,0.67,276.1,22.4,339.1,30.4,0.7,Soybean,0,drip,Hybrid,123.0,3,Grapes,0.33,0.39,0.06,0,5,16,1,0,793.1,0.529,High,drought
Beed,Aurangabad,Kharif,2018,272.9,37.3,17.2,82.7,28,-44.0,2,0,Medium Black,6.6,0.61,225.7,18.9,280.6,25.0,0.4,Cotton,0,furrow,HYV,138.7,3,Sugarcane,0.35,0.54,0.19,1,7,3,0,1,212.8,0.341,Medium,drought
Beed,Aurangabad,Kharif,2018,326.7,35.6,18.4,59.3,24,-33.0,-9,0,Medium Black,7.1,0.33,161.2,23.2,386.8,27.7,0.66,Tur Dal,-7,furrow,BT,115.9,2,Sugarcane,0.26,0.54,0.28,3,3,0,0,0,587.4,0.295,Medium,drought
Beed,Aurangabad,Kharif,2018,290.7,37.5,15.7,81.0,26,-40.4,-1,0,Deep Black Cotton,7.7,0.77,253.0,22.5,330.2,39.6,0.83,Jowar,-9,sprinkler,BT,145.9,5,Tur Dal,0.29,0.5,0.21,2,4,2,0,0,690.9,0.332,Medium,drought
Latur,Aurangabad,Kharif,2018,330.6,37.6,18.0,73.7,23,-32.2,-3,0,Deep Black Cotton,7.1,0.74,250.3,26.3,477.9,22.2,0.94,Soybean,-3,canal,BT,125.3,4,Rice,0.19,0.45,0.26,1,4,5,1,0,688.1,0.432,Medium,drought
Latur,Aurangabad,Kharif,2018,261.0,37.8,19.0,77.4,21,-46.5,-1,0,Deep Black Cotton,8.1,0.61,278.1,19.9,491.4,30.3,0.43,Cotton,-6,drip,HYV,83.8,1,Cotton,0.18,0.33,0.15,0,5,6,0,1,168.4,0.266,Medium,drought
Latur,Aurangabad,Kharif,2018,265.6,37.4,17.0,45.9,28,-45.5,-3,0,Medium Black,6.8,0.36,154.2,20.5,307.4,34.7,0.35,Tur Dal,-1,rainfed,Desi,185.2,2,Sugarcane,0.26,0.45,0.19,1,7,6,1,0,377.5,0.427,Medium,drought
Latur,Aurangabad,Kharif,2018,284.8,35.3,18.6,45.8,16,-41.6,-1,0,Medium Black,7.7,0.57,162.7,25.9,321.7,31.1,0.77,Jowar,-3,sprinkler,Hybrid,204.9,7,Cotton,0.19,0.35,0.16,4,1,4,0,0,542.2,0.353,Medium,drought
Dharashiv,Aurangabad,Kharif,2018,296.9,35.6,16.3,79.9,31,-39.1,6,0,Medium Black,7.3,0.39,174.7,26.2,388.0,32.5,0.44,Soybean,8,rainfed,HYV,184.9,3,Grapes,0.2,0.31,0.11,3,5,5,1,0,595.1,0.644,High,drought
Dharashiv,Aurangabad,Kharif,2018,334.2,35.9,15.4,80.4,23,-31.4,5,0,Deep Black Cotton,8.4,0.65,271.1,15.1,478.1,34.4,0.45,Cotton,-4,sprinkler,Hybrid,261.2,5,Sugarcane,0.16,0.38,0.22,3,4,4,0,0,165.2,0.355,Medium,drought
Dharashiv,Aurangabad,Kharif,2018,339.5,37.9,15.9,75.0,21,-30.4,0,0,Medium Black,6.9,0.46,176.1,21.5,296.0,17.7,0.73,Tur Dal,-3,sprinkler,HYV,149.8,0,Cotton,0.25,0.4,0.15,1,4,4,0,0,568.4,0.215,Low,drought
Dharashiv,Aurangabad,Kharif,2018,288.3,34.3,16.3,59.9,21,-40.9,1,0,Medium Black,7.4,0.58,226.3,16.7,378.1,27.4,0.43,Jowar,0,canal,Hybrid,138.9,3,Grapes,0.19,0.32,0.13,2,4,6,0,0,517.5,0.336,Medium,drought
Nanded,Aurangabad,Kharif,2018,287.3,34.4,17.9,53.6,22,-41.1,-7,0,Medium Black,7.2,0.62,151.3,26.8,285.7,24.2,0.47,Soybean,0,canal,Hybrid,102.0,9,Sugarcane,0.35,0.33,-0.02,3,4,24,1,1,620.1,1.0,Critical,drought
Nanded,Aurangabad,Kharif,2018,310.9,36.7,18.3,71.8,24,-36.2,5,0,Medium Black,6.6,0.58,220.8,12.3,378.6,15.7,0.78,Cotton,-10,canal,Hybrid,267.8,2,Onion,0.33,0.4,0.07,2,3,4,1,0,147.6,0.439,Medium,drought
Nanded,Aurangabad,Kharif,2018,285.0,35.1,17.6,60.6,28,-41.5,-6,0,Medium Black,7.0,0.59,226.2,27.3,287.7,29.1,0.22,Tur Dal,1,rainfed,BT,209.5,1,Rice,0.23,0.33,0.1,2,3,3,0,0,351.5,0.316,Medium,drought
Nanded,Aurangabad,Kharif,2018,245.0,37.8,16.1,64.5,24,-49.7,7,0,Medium Black,7.2,0.57,231.1,23.6,409.4,18.8,0.37,Jowar,3,sprinkler,Desi,107.2,2,Onion,0.23,0.38,0.15,2,4,0,1,0,670.3,0.397,Medium,drought
Parbhani,Aurangabad,Kharif,2018,292.1,37.2,15.9,64.4,23,-40.1,-8,0,Deep Black Cotton,7.8,0.49,208.0,21.4,307.6,38.3,1.11,Soybean,0,furrow,BT,292.6,4,Onion,0.34,0.51,0.17,1,2,0,1,0,632.8,0.316,Medium,drought
Parbhani,Aurangabad,Kharif,2018,276.7,37.9,16.6,53.7,32,-43.2,-3,0,Deep Black Cotton,7.8,0.71,235.7,26.9,366.6,22.5,0.91,Cotton,-1,drip,Desi,221.6,2,Onion,0.2,0.44,0.24,2,2,6,0,0,233.2,0.31,Medium,drought
Parbhani,Aurangabad,Kharif,2018,339.4,34.9,18.4,81.1,13,-30.4,-3,0,Medium Black,6.7,0.47,180.8,19.1,390.4,16.7,0.8,Tur Dal,4,rainfed,Desi,83.2,3,Soybean,0.28,0.36,0.08,1,5,4,0,0,401.3,0.152,Low,drought
Parbhani,Aurangabad,Kharif,2018,333.4,36.6,16.9,47.1,22,-31.6,7,0,Medium Black,7.4,0.69,215.1,18.3,377.2,28.8,0.44,Jowar,7,drip,BT,99.2,2,Sugarcane,0.16,0.54,0.38,0,3,5,0,0,865.2,0.0,Low,drought
Hingoli,Aurangabad,Kharif,2018,277.7,34.4,16.5,52.1,23,-43.0,-2,0,Deep Black Cotton,7.5,0.69,254.6,23.1,418.7,29.4,0.56,Soybean,4,rainfed,HYV,179.3,1,Jowar,0.27,0.51,0.24,1,8,18,0,0,597.7,0.516,High,drought
Hingoli,Aurangabad,Kharif,2018,284.0,37.4,18.4,81.1,25,-41.8,-1,0,Medium Black,6.8,0.5,202.4,18.3,400.0,33.1,0.33,Cotton,-15,rainfed,Desi,266.2,10,Sugarcane,0.15,0.34,0.19,0,0,4,0,1,123.6,0.047,Low,drought
Hingoli,Aurangabad,Kharif,2018,334.3,37.0,15.6,59.9,17,-31.4,4,0,Deep Black Cotton,7.6,0.75,245.1,26.6,496.1,25.6,0.36,Tur Dal,-13,furrow,BT,193.6,3,Tur Dal,0.33,0.34,0.01,1,6,1,1,1,529.6,0.586,High,drought
Hingoli,Aurangabad,Kharif,2018,336.2,37.2,18.2,48.8,23,-31.0,-4,0,Medium Black,7.0,0.43,152.4,25.8,316.1,21.5,0.61,Jowar,3,sprinkler,Desi,171.7,4,Grapes,0.19,0.39,0.2,1,7,4,0,0,839.0,0.213,Low,drought
Amravati,Amravati,Kharif,2018,400.0,37.4,16.5,51.7,31,-33.3,-5,0,Deep Black Cotton,7.5,0.49,261.9,18.4,369.3,32.0,0.66,Soybean,-3,sprinkler,Desi,82.0,3,Tur Dal,0.16,0.44,0.28,2,0,0,0,0,1134.3,0.176,Low,drought
Amravati,Amravati,Kharif,2018,349.8,37.9,15.0,78.4,23,-41.7,0,0,Deep Black Cotton,8.4,0.5,265.9,21.2,386.0,24.3,1.08,Cotton,7,sprinkler,Hybrid,141.3,1,Tur Dal,0.18,0.44,0.26,1,2,1,0,0,170.6,0.141,Low,drought
Akola,Amravati,Kharif,2018,391.6,37.7,15.5,73.6,24,-34.7,4,0,Medium Black,6.9,0.32,191.0,27.3,325.7,33.2,0.72,Soybean,0,rainfed,Desi,197.3,0,Cotton,0.3,0.49,0.19,3,3,4,1,0,628.3,0.633,High,drought
Akola,Amravati,Kharif,2018,402.8,38.3,15.4,58.5,18,-32.9,-5,0,Medium Black,6.6,0.66,213.5,15.7,253.7,29.5,0.71,Cotton,4,furrow,Hybrid,93.2,3,Tur Dal,0.25,0.51,0.26,4,6,3,0,0,143.8,0.425,Medium,drought
Washim,Amravati,Kharif,2018,357.7,35.9,14.8,80.6,19,-40.4,-1,0,Deep Black Cotton,7.6,0.78,191.4,28.5,326.4,30.5,0.78,Soybean,-3,drip,Hybrid,114.8,4,Sugarcane,0.27,0.38,0.11,3,7,0,0,0,835.4,0.352,Medium,drought
Washim,Amravati,Kharif,2018,375.0,37.6,17.6,63.4,22,-37.5,2,0,Deep Black Cotton,7.7,0.64,273.6,24.3,377.7,37.9,1.12,Cotton,-4,furrow,Desi,122.1,2,Jowar,0.21,0.45,0.24,1,3,6,0,0,179.8,0.279,Medium,drought
Buldhana,Amravati,Kharif,2018,412.8,38.3,14.8,53.7,26,-31.2,6,0,Medium Black,6.8,0.35,221.2,23.3,349.6,23.5,0.39,Soybean,-1,rainfed,HYV,289.2,4,Soybean,0.25,0.49,0.24,2,3,3,1,0,801.8,0.493,Medium,drought
Buldhana,Amravati,Kharif,2018,317.8,37.4,14.1,50.0,23,-47.0,-6,0,Medium Black,6.5,0.65,247.7,21.0,312.9,20.3,0.25,Cotton,-2,furrow,Hybrid,266.7,4,Jowar,0.24,0.51,0.27,3,4,6,0,0,179.4,0.428,Medium,drought
Yavatmal,Amravati,Kharif,2018,349.3,37.2,15.8,83.7,31,-41.8,-1,0,Deep Black Cotton,8.2,0.48,203.2,16.0,337.6,27.6,0.66,Soybean,-3,canal,HYV,145.7,1,Rice,0.26,0.44,0.18,2,0,3,0,0,563.2,0.18,Low,drought
Yavatmal,Amravati,Kharif,2018,383.9,35.6,17.9,71.9,23,-36.0,1,0,Deep Black Cotton,7.0,0.61,274.3,31.8,427.9,23.7,1.08,Cotton,6,rainfed,Desi,199.9,2,Tur Dal,0.35,0.32,-0.03,1,4,4,0,0,128.6,0.202,Low,drought
Nagpur,Nagpur,Kharif,2018,781.6,39.3,16.0,60.5,5,-0.7,-3,0,Deep Black Cotton,7.6,0.55,215.2,32.7,311.9,39.4,0.31,Soybean,0,rainfed,BT,282.5,3,Tur Dal,0.29,0.54,0.25,1,6,5,1,0,1051.8,0.405,Medium,normal
Nagpur,Nagpur,Kharif,2018,738.2,37.3,16.7,78.4,8,-6.3,3,0,Deep Black Cotton,7.7,0.46,200.2,16.5,448.5,21.5,0.65,Cotton,-5,rainfed,Desi,120.1,1,Jowar,0.29,0.69,0.4,0,1,2,0,0,478.6,0.081,Low,normal
Nagpur,Nagpur,Kharif,2018,672.9,37.9,16.3,83.2,13,-14.6,-4,0,Red Laterite,5.6,0.38,201.8,21.1,156.7,21.3,0.42,Rice,3,drip,Hybrid,254.1,5,Rice,0.48,0.82,0.34,1,9,2,0,0,2879.6,0.299,Medium,normal
Wardha,Nagpur,Kharif,2018,920.6,38.2,15.1,64.6,7,16.9,0,0,Deep Black Cotton,7.7,0.46,255.8,32.8,405.6,20.6,0.63,Soybean,-8,sprinkler,Desi,192.0,3,Tur Dal,0.4,0.68,0.28,1,7,7,0,0,1128.9,0.355,Medium,normal
Wardha,Nagpur,Kharif,2018,667.8,38.6,16.8,66.6,8,-15.2,2,0,Red Laterite,6.2,0.59,170.4,18.9,239.9,21.1,0.15,Cotton,-3,drip,Hybrid,234.0,6,Rice,0.33,0.51,0.18,1,2,0,0,0,555.8,0.132,Low,normal
Wardha,Nagpur,Kharif,2018,786.6,37.8,16.7,89.8,9,-0.1,0,0,Red Laterite,5.7,0.25,184.8,17.9,270.6,13.4,0.15,Rice,3,drip,HYV,245.7,3,Soybean,0.28,0.52,0.24,0,6,1,0,0,1837.2,0.165,Low,normal
Chandrapur,Nagpur,Kharif,2018,805.8,38.1,13.1,82.8,6,2.3,-7,0,Deep Black Cotton,8.4,0.45,214.7,16.7,490.7,32.4,0.6,Soybean,-2,drip,Hybrid,259.3,5,Tur Dal,0.29,0.53,0.24,1,0,1,0,0,1179.2,0.24,Low,normal
Chandrapur,Nagpur,Kharif,2018,743.3,39.4,13.3,64.7,11,-5.6,6,0,Deep Black Cotton,7.8,0.71,236.4,19.8,324.8,38.8,1.02,Cotton,0,drip,HYV,247.7,1,Rice,0.45,0.57,0.12,1,2,2,0,0,451.5,0.155,Low,normal
Chandrapur,Nagpur,Kharif,2018,699.6,37.6,13.5,79.3,5,-11.2,0,0,Deep Black Cotton,8.1,0.56,194.3,24.2,492.6,24.3,0.88,Rice,0,rainfed,HYV,298.1,1,Jowar,0.34,0.84,0.5,0,5,7,0,1,2144.6,0.237,Low,normal
Gadchiroli,Nagpur,Kharif,2018,724.4,36.8,13.0,52.1,11,-8.0,-4,0,Red Laterite,6.5,0.27,133.9,12.0,179.4,17.3,0.25,Soybean,0,drip,HYV,151.6,1,Grapes,0.45,0.68,0.23,2,24,0,1,1,1045.4,0.954,Critical,pest_outbreak
Gadchiroli,Nagpur,Kharif,2018,919.4,39.4,14.7,86.2,7,16.8,-4,0,Red Laterite,6.5,0.57,139.3,15.0,279.0,22.9,0.45,Cotton,2,drip,Hybrid,192.6,2,Rice,0.48,0.73,0.25,1,4,7,0,0,592.8,0.193,Low,normal
Gadchiroli,Nagpur,Kharif,2018,720.0,39.6,15.1,73.5,8,-8.6,-2,0,Alluvial,6.6,0.58,212.0,35.6,210.8,38.2,0.55,Rice,0,canal,HYV,199.5,4,Grapes,0.29,0.72,0.43,1,15,2,1,1,1852.7,0.944,Critical,pest_outbreak
Gondia,Nagpur,Kharif,2018,726.0,38.0,15.6,69.5,6,-7.8,2,0,Alluvial,7.4,0.44,272.4,31.1,202.5,26.8,0.59,Soybean,3,canal,Desi,267.6,7,Tur Dal,0.49,0.81,0.32,0,5,1,0,1,1271.2,0.303,Medium,normal
Gondia,Nagpur,Kharif,2018,897.3,39.2,13.4,74.0,8,13.9,-1,0,Alluvial,6.8,0.65,245.4,30.5,215.8,39.4,0.57,Cotton,4,rainfed,Hybrid,296.8,0,Rice,0.26,0.53,0.27,0,5,5,0,0,437.9,0.049,Low,normal
Gondia,Nagpur,Kharif,2018,827.0,37.9,15.3,78.7,12,5.0,1,0,Red Laterite,5.7,0.45,187.6,14.1,127.4,22.1,0.13,Rice,0,furrow,HYV,123.6,2,Rice,0.26,0.72,0.46,0,1,7,1,0,2235.4,0.29,Medium,normal
Bhandara,Nagpur,Kharif,2018,639.0,38.5,13.4,57.9,3,-18.9,-5,0,Red Laterite,5.6,0.21,140.0,12.5,197.5,25.4,0.23,Soybean,-12,furrow,BT,236.2,0,Grapes,0.28,0.6,0.32,0,7,0,0,0,1295.0,0.155,Low,normal
Bhandara,Nagpur,Kharif,2018,778.8,39.6,14.6,68.1,5,-1.1,6,0,Red Laterite,5.7,0.45,209.3,12.7,155.5,26.3,0.38,Cotton,-1,canal,BT,233.8,0,Rice,0.45,0.61,0.16,2,2,2,0,0,435.5,0.18,Low,normal
Bhandara,Nagpur,Kharif,2018,828.2,36.8,13.3,61.6,7,5.2,-4,0,Alluvial,6.7,0.63,243.4,37.1,312.9,37.1,0.26,Rice,4,furrow,Desi,204.5,3,Grapes,0.31,0.76,0.45,0,4,2,1,0,2566.1,0.235,Low,normal
Mumbai City,Konkan,Kharif,2019,5763.5,31.9,21.6,95.0,5,174.5,-4,0,Laterite,5.8,0.49,149.3,5.4,185.0,27.0,0.14,Rice,2,rainfed,Desi,143.5,3,Tur Dal,0.42,0.4,-0.02,2,5,7,0,0,1702.7,0.262,Medium,flood
Mumbai Suburban,Konkan,Kharif,2019,5709.0,31.1,19.0,85.1,1,171.9,-9,0,Alluvial,6.8,0.61,227.6,35.4,228.0,25.4,0.32,Rice,6,furrow,HYV,154.8,3,Sugarcane,0.27,0.51,0.24,0,7,4,0,0,1925.1,0.196,Low,flood
Thane,Konkan,Kharif,2019,6939.0,31.8,19.1,83.8,4,230.4,6,0,Alluvial,7.4,0.61,272.4,34.5,381.3,28.8,0.34,Rice,-9,canal,Desi,285.2,1,Rice,0.27,0.45,0.18,3,2,0,0,0,1670.4,0.308,Medium,flood
Palghar,Konkan,Kharif,2019,6826.5,32.4,18.4,85.0,11,225.1,5,0,Laterite,5.2,0.68,210.0,17.4,182.4,25.7,0.38,Rice,0,rainfed,Desi,146.6,4,Rice,0.37,0.46,0.09,1,6,4,0,0,1469.5,0.261,Medium,flood
Raigad,Konkan,Kharif,2019,6173.1,30.1,19.3,86.1,9,194.0,5,0,Laterite,5.5,0.67,165.1,9.0,130.3,31.4,0.18,Rice,-4,rainfed,Hybrid,148.5,1,Tur Dal,0.3,0.43,0.13,1,0,1,0,0,1200.4,0.158,Low,flood
Ratnagiri,Konkan,Kharif,2019,6524.1,31.0,18.9,86.7,4,210.7,0,0,Laterite,5.2,0.49,187.2,18.0,119.0,30.9,0.4,Rice,0,rainfed,Desi,111.7,1,Soybean,0.41,0.37,-0.04,1,8,3,0,1,1565.3,0.326,Medium,flood
Sindhudurg,Konkan,Kharif,2019,6352.6,31.7,20.7,82.2,7,202.5,0,0,Laterite,5.8,0.48,184.0,13.4,196.7,28.5,0.3,Rice,0,canal,HYV,222.5,1,Soybean,0.36,0.45,0.09,1,4,0,0,0,1764.9,0.181,Low,flood
Nashik,Nashik,Rabi,2019,85.4,31.8,14.4,30.5,9,-18.6,0,2,Medium Black,6.8,0.31,191.1,12.5,250.1,30.8,0.39,Onion,-8,rainfed,HYV,122.3,2,Grapes,0.36,0.58,0.22,1,6,6,1,0,12102.7,0.48,Medium,normal
Nashik,Nashik,Year-Round,2019,82.2,38.4,20.6,29.6,3,17.4,0,0,Medium Black,7.5,0.63,216.7,17.4,414.6,29.8,0.62,Grapes,1,rainfed,BT,172.9,3,Rice,0.49,0.63,0.14,0,5,5,0,1,17144.2,0.325,Medium,normal
Ahmednagar,Nashik,Rabi,2019,97.9,32.2,11.3,51.2,10,-6.7,0,2,Medium Black,6.7,0.41,245.4,15.4,284.0,31.1,0.35,Onion,0,rainfed,HYV,121.0,5,Sugarcane,0.3,0.64,0.34,0,4,6,0,0,12507.8,0.098,Low,normal
Ahmednagar,Nashik,Year-Round,2019,60.9,39.9,20.9,39.3,6,-13.0,0,0,Red,5.6,0.46,196.7,11.1,195.5,15.4,0.3,Grapes,0,rainfed,HYV,89.9,4,Rice,0.44,0.76,0.32,2,18,4,1,1,17140.3,1.0,Critical,pest_outbreak
Dhule,Nashik,Rabi,2019,117.7,32.3,11.9,53.7,4,12.1,0,7,Red,5.9,0.48,130.3,12.9,150.4,22.1,0.17,Onion,2,rainfed,BT,167.8,1,Tur Dal,0.33,0.73,0.4,0,7,1,0,0,13638.3,0.05,Low,normal
Dhule,Nashik,Year-Round,2019,74.8,40.8,19.4,50.2,10,6.8,0,0,Medium Black,7.7,0.5,228.9,12.5,395.6,33.9,0.5,Grapes,-1,furrow,HYV,206.7,7,Soybean,0.47,0.61,0.14,2,14,4,1,1,13124.7,0.959,Critical,pest_outbreak
Nandurbar,Nashik,Rabi,2019,105.1,32.4,11.8,62.6,11,0.1,0,4,Red,6.9,0.24,174.4,10.8,183.1,19.5,0.41,Onion,-2,rainfed,HYV,109.0,3,Cotton,0.5,0.78,0.28,0,3,2,0,0,14441.1,0.034,Low,normal
Nandurbar,Nashik,Year-Round,2019,67.0,40.1,21.3,45.4,5,-4.3,0,0,Red,6.0,0.35,167.6,14.7,165.3,16.3,0.47,Grapes,1,canal,Desi,143.6,3,Jowar,0.28,0.65,0.37,0,8,3,0,0,16358.2,0.207,Low,normal
Jalgaon,Nashik,Rabi,2019,107.7,29.2,13.4,55.1,9,2.5,0,1,Red,6.0,0.49,129.4,18.7,218.5,10.7,0.39,Onion,-1,rainfed,Desi,232.6,2,Sugarcane,0.31,0.57,0.26,0,16,18,1,1,8576.8,1.0,Critical,pest_outbreak
Jalgaon,Nashik,Year-Round,2019,65.6,40.6,22.5,25.7,6,-6.2,0,0,Red,6.3,0.27,150.3,11.5,208.3,17.5,0.17,Grapes,-2,furrow,HYV,154.2,3,Sugarcane,0.46,0.82,0.36,0,3,2,0,0,22276.2,0.0,Low,normal
Pune,Pune,Kharif,2019,1855.9,33.8,14.0,50.8,4,191.1,-6,0,Deep Black Cotton,8.0,0.45,261.2,33.6,352.6,22.9,0.59,Soybean,-1,rainfed,BT,222.5,2,Cotton,0.32,0.47,0.15,2,6,24,1,0,717.2,0.731,High,flood
Pune,Pune,Year-Round,2019,243.6,37.5,20.6,56.5,5,186.6,0,0,Medium Black,7.6,0.63,186.7,15.3,385.1,16.6,0.45,Sugarcane,0,drip,BT,112.6,2,Sugarcane,0.31,0.44,0.13,1,2,3,1,0,52475.9,0.343,Medium,flood
Pune,Pune,Kharif,2019,2093.9,34.9,14.5,90.8,5,228.5,0,0,Deep Black Cotton,7.3,0.51,207.3,17.0,396.6,30.3,0.82,Jowar,5,canal,BT,194.7,3,Cotton,0.31,0.5,0.19,1,4,6,0,0,764.7,0.172,Low,flood
Satara,Pune,Kharif,2019,1916.3,32.5,14.7,76.8,4,200.6,8,0,Medium Black,6.7,0.3,160.5,17.6,383.8,19.1,0.73,Soybean,-4,sprinkler,Desi,233.1,5,Soybean,0.3,0.49,0.19,2,1,10,0,0,857.9,0.298,Medium,flood
Satara,Pune,Year-Round,2019,238.4,37.6,19.6,54.7,6,180.4,0,0,Medium Black,7.5,0.61,241.2,22.4,328.9,24.6,0.67,Sugarcane,2,sprinkler,Hybrid,131.9,2,Rice,0.32,0.37,0.05,0,9,6,0,0,41014.0,0.216,Low,flood
Satara,Pune,Kharif,2019,1649.0,34.6,14.0,77.5,6,158.7,-4,0,Medium Black,7.2,0.35,152.7,24.2,386.4,27.0,0.72,Jowar,-2,drip,Desi,118.3,4,Rice,0.41,0.41,0.0,2,5,5,0,0,631.7,0.335,Medium,flood
Sangli,Pune,Kharif,2019,2023.4,31.6,13.9,89.6,7,217.4,0,0,Deep Black Cotton,8.4,0.64,186.2,27.4,319.4,22.8,0.47,Soybean,5,furrow,Desi,211.1,7,Rice,0.26,0.5,0.24,1,0,13,0,0,774.4,0.301,Medium,flood
Sangli,Pune,Year-Round,2019,227.9,38.6,20.4,27.7,14,168.1,0,0,Medium Black,7.3,0.46,248.4,13.2,365.6,34.8,0.61,Sugarcane,-6,drip,Desi,112.4,3,Jowar,0.4,0.5,0.1,1,2,7,0,0,50710.7,0.213,Low,flood
Sangli,Pune,Kharif,2019,1602.8,34.2,16.4,78.4,7,151.4,-2,0,Deep Black Cotton,7.9,0.75,265.6,31.7,409.8,33.0,1.0,Jowar,1,drip,HYV,197.1,7,Rice,0.3,0.53,0.23,1,6,4,1,1,779.2,0.495,Medium,flood
