district,division,season,year,rainfall_mm_seasonal,temp_max_avg_C,temp_min_avg_C,humidity_avg_pct,dry_spell_days,rainfall_deviation_pct,onset_monsoon_deviation_days,fog_days,soil_type,soil_pH,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,ec_dS_m,crop_name,sowing_date_deviation,irrigation_type,seed_variety,fertilizer_kg_ha,pesticide_applications,previous_crop,ndvi_sowing,ndvi_peak,ndvi_delta,ndvi_stress_weeks,humidity_streak_days,temp_disease_window,prev_season_disease,pest_alert_issued,yield_kg_per_hectare,disease_risk_score,disease_risk_label,scenario,rainfall_adequacy_ratio,growing_degree_days,vapour_pressure_deficit,soil_crop_suitability_score,irrigation_efficiency_score,pest_pressure_index,yield_lag_1yr,ndvi_anomaly,crop_name_encoded,irrigation_type_encoded,seed_variety_encoded,previous_crop_encoded,season_encoded,soil_type_Deep Black Cotton,soil_type_Laterite,soil_type_Medium Black,soil_type_Red,soil_type_Red Laterite,division_Aurangabad,division_Konkan,division_Nagpur,division_Nashik,division_Pune
Hingoli,Aurangabad,Kharif,2015,-0.5097296127651276,0.6126783583341945,0.273020536017553,-0.13213630726457742,0.9642386784952375,-1.1136639964448123,-0.7275511337045936,-0.20729425193692047,Deep Black Cotton,7.5,0.53,241.2,17.7,350.6,20.8,0.37,Soybean,8,sprinkler,Desi,218.8,2,Grapes,0.5142857142857145,0.36363636363636365,0.33870967741935487,0.4,4,1,0,0,848.7,0.273,Medium,drought,0.643,2088.0,2.424,0.9,0.85,0.133,1123.6,-0.116,5,4,1,1,0,True,False,False,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2015,-0.4475671610886688,0.4269626395795655,0.31560635328786074,-0.6690045262795093,3.018862926046852,-0.8561548215283983,-1.6675852828383932,-0.20729425193692047,Deep Black Cotton,8.0,0.43,180.6,18.0,384.6,36.0,0.55,Cotton,-6,sprinkler,BT,148.1,1,Rice,0.2,0.36363636363636365,0.5161290322580646,0.0,10,0,1,0,221.9,0.335,Medium,drought,0.475,2064.0,2.924,0.9,0.85,0.0,322.8,-0.116,0,4,0,4,0,True,False,False,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2015,-0.476786378005714,0.5755352145832682,-0.025080184874607076,0.7507136528933109,2.060038277189432,-0.9776760051968183,-0.25753405913769367,-0.20729425193692047,Deep Black Cotton,8.0,0.56,257.4,34.5,354.2,34.1,1.14,Tur Dal,-2,canal,HYV,174.0,2,Soybean,0.5714285714285714,0.018181818181818188,0.0,0.0,5,2,0,0,370.1,0.034,Low,drought,0.78,2040.0,1.462,0.7,0.6,0.333,948.7,-0.306,7,0,2,5,0,True,False,False,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2015,-0.45386934512960014,0.46410578333049185,-0.3657667230370764,-0.8062041822499918,1.649113427679109,-0.8821950751716312,-0.25753405913769367,-0.20729425193692047,Medium Black,6.7,0.5,151.2,17.4,436.7,21.2,0.42,Jowar,12,rainfed,BT,115.7,2,Rice,0.0,0.2727272727272727,0.5483870967741936,0.4,1,5,0,0,708.0,0.18,Low,drought,0.82,1974.0,3.085,0.9,0.4,0.167,838.1,-0.166,2,3,0,4,0,False,False,True,False,False,True,False,False,False,False
Amravati,Amravati,Kharif,2015,-0.3729435727858232,1.0583960833453052,-0.536109992118311,-0.29916197540255607,1.3751635280055603,-0.9747826436809035,0.9175086272795561,-0.20729425193692047,Deep Black Cotton,7.2,0.44,244.8,23.8,318.9,34.8,1.02,Soybean,8,rainfed,Desi,182.5,2,Cotton,0.4857142857142858,0.18181818181818188,0.19354838709677424,0.0,4,1,1,1,570.8,0.409,Medium,drought,0.855,2046.0,2.779,0.9,0.4,0.133,1384.9,-0.214,5,3,1,0,0,True,False,False,False,False,False,False,False,False,False
Amravati,Amravati,Kharif,2015,-0.358620427238252,0.5383920708323419,-0.11025181941522554,0.05875017060739812,1.7860883775158833,-0.9255954979103526,-0.25753405913769367,-0.20729425193692047,Deep Black Cotton,7.6,0.68,188.8,29.3,494.6,30.7,0.75,Cotton,2,canal,HYV,91.2,2,Rice,0.11428571428571438,0.12727272727272732,0.3548387096774194,0.6000000000000001,1,3,1,1,151.4,0.677,High,drought,0.564,2022.0,2.194,1.0,0.6,0.1,404.8,-0.244,0,0,2,4,0,True,False,False,False,False,False,False,False,False,False
Akola,Amravati,Kharif,2015,-0.329830904687634,-0.05589822918246885,-0.5786958093886195,0.22577583874537763,0.9642386784952375,-0.8301145678851654,-0.25753405913769367,-0.20729425193692047,Medium Black,7.6,0.7,211.1,23.0,400.9,19.6,0.3,Soybean,0,rainfed,HYV,291.3,5,Sugarcane,0.5142857142857145,0.23636363636363633,0.22580645161290325,0.4,7,5,0,0,748.6,0.304,Medium,drought,0.922,1860.0,1.847,0.7,0.4,1.167,1665.1,-0.171,5,3,2,6,0,False,False,True,False,False,False,False,False,False,False
Akola,Amravati,Kharif,2015,-0.3855479408676858,0.20410377707401017,-0.3657667230370764,0.9833565477997809,1.3751635280055603,-1.0152897049037102,-0.02252552185424372,-0.20729425193692047,Medium Black,7.4,0.68,171.2,16.6,279.8,29.7,0.44,Cotton,-9,furrow,BT,151.1,4,Soybean,0.31428571428571433,0.38181818181818183,0.467741935483871,0.0,6,5,0,0,189.3,0.115,Low,drought,0.537,1932.0,1.148,1.0,0.65,1.0,475.8,-0.091,0,2,0,5,0,False,False,True,False,False,False,False,False,False,False
Washim,Amravati,Kharif,2015,-0.38311300612459864,0.9841097958434525,-0.9619681648213974,0.6791312236913198,1.1012136283320118,-1.0095029818718808,-0.9625596709880434,-0.20729425193692047,Deep Black Cotton,7.1,0.73,263.8,31.7,330.5,32.6,0.31,Soybean,0,rainfed,Hybrid,272.1,8,Sugarcane,0.5142857142857145,0.1454545454545455,0.14516129032258068,0.4,9,4,0,0,814.6,0.42,Medium,drought,0.839,1974.0,1.633,1.0,0.4,1.2,899.1,-0.216,5,3,3,6,0,True,False,False,False,False,False,False,False,False,False
Washim,Amravati,Kharif,2015,-0.4428405230579704,0.9469666520925262,-0.9193823475510888,0.9058089161642909,3.840712625067498,-1.2091449264699992,-0.4925425964211436,-0.20729425193692047,Medium Black,6.6,0.65,187.7,27.9,395.8,17.1,0.7,Cotton,1,canal,Desi,283.1,4,Soybean,0.0,0.1636363636363637,0.45161290322580644,0.4,2,7,0,0,168.3,0.454,Medium,drought,0.48,1974.0,1.367,0.9,0.6,0.467,422.7,-0.206,0,0,1,5,0,False,False,True,False,False,False,False,False,False,False
Buldhana,Amravati,Kharif,2015,-0.439546199582029,-0.24161394793709784,-0.15283763668553327,-0.7405869554815,3.429787775557175,-1.1975714804063402,-0.9625596709880434,-0.20729425193692047,Medium Black,6.8,0.67,168.0,28.3,312.5,17.6,0.7,Soybean,3,drip,Desi,188.8,3,Sugarcane,0.028571428571428636,0.38181818181818183,0.6290322580645162,0.0,8,1,0,0,726.9,0.14,Low,drought,0.752,1890.0,2.717,0.9,1.0,0.267,1489.2,-0.099,5,1,1,6,0,False,False,True,False,False,False,False,False,False,False
Buldhana,Amravati,Kharif,2015,-0.3951444483845584,0.5012489270814181,-0.7916248957401627,0.36297549471586005,3.1558378758836265,-1.0500100430946873,-0.02252552185424372,-0.20729425193692047,Medium Black,7.6,0.35,241.0,27.2,391.7,31.4,0.53,Cotton,3,furrow,HYV,249.4,4,Onion,0.2285714285714286,0.34545454545454546,0.48387096774193555,0.0,10,1,0,0,194.6,0.264,Medium,drought,0.527,1920.0,1.859,0.9,0.65,0.333,477.1,-0.119,0,2,2,3,0,False,False,True,False,False,False,False,False,False,False
Yavatmal,Amravati,Kharif,2015,-0.4575933629719686,0.05553120207030749,-0.6212816266589287,0.5180707579868401,3.1558378758836265,-1.2583320722405502,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,7.9,0.66,238.4,18.7,420.7,21.1,0.85,Soybean,5,canal,Hybrid,224.4,4,Tur Dal,0.4857142857142858,0.32727272727272727,0.32258064516129037,0.0,9,5,0,0,670.2,0.224,Low,drought,0.724,1872.0,1.586,0.8,0.6,1.5,1458.9,-0.144,5,0,3,7,0,True,False,False,False,False,False,False,False,False,False
Yavatmal,Amravati,Kharif,2015,-0.43997589394845615,1.0212529395943788,0.4007779878284792,-1.0209514698559647,1.7860883775158833,-1.200464841922255,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,7.8,0.77,264.5,29.6,446.8,22.1,0.54,Cotton,-7,furrow,HYV,150.3,2,Sugarcane,0.39999999999999997,0.036363636363636376,0.11290322580645162,0.4,6,3,0,0,131.6,0.359,Medium,drought,0.483,2172.0,3.592,1.0,0.65,0.6,425.7,-0.304,0,2,2,6,0,True,False,False,False,False,False,False,False,False,False
Nagpur,Nagpur,Kharif,2015,0.0508783039668072,1.2069686583490078,-1.4729979720651014,1.0847649891692681,0.005414029637817257,-0.32956302563191164,1.622534239129906,-0.20729425193692047,Red Laterite,6.4,0.53,186.1,8.2,148.8,17.5,0.19,Soybean,0,rainfed,BT,240.8,4,Tur Dal,0.9714285714285713,0.6909090909090909,0.3709677419354839,0.2,8,2,1,0,1044.2,0.515,High,normal,1.512,1938.0,1.209,0.8,0.4,0.533,1470.1,0.01,5,3,0,7,0,False,False,False,False,True,False,False,True,False,False
Nagpur,Nagpur,Kharif,2015,0.15586696083050366,1.3183980896017842,-1.4729979720651014,0.9296697258982882,-0.4055108198725057,-0.0604804046518388,-0.02252552185424372,-0.20729425193692047,Red Laterite,6.3,0.59,148.9,19.0,157.5,19.0,0.49,Cotton,-3,canal,HYV,200.4,3,Soybean,0.5714285714285714,0.38181818181818183,0.32258064516129037,0.0,8,3,1,1,430.7,0.512,High,normal,1.077,1956.0,1.414,0.6,0.6,0.8,427.5,-0.16,0,0,2,5,0,False,False,False,False,True,False,False,True,False,False
Nagpur,Nagpur,Kharif,2015,0.11117874672208178,0.7612509333378972,0.14526308420662684,0.3749058995828587,-0.54248576970928,-0.17332150377251448,0.9175086272795561,-0.20729425193692047,Red Laterite,6.2,0.34,179.6,21.7,279.6,24.4,0.26,Rice,0,furrow,Desi,160.4,3,Sugarcane,1.0,0.6909090909090909,0.3548387096774194,0.0,4,7,1,1,2296.1,0.511,High,normal,0.602,2094.0,1.917,0.9,0.65,0.933,2372.2,0.01,4,2,1,6,0,False,False,False,False,True,False,False,True,False,False
Wardha,Nagpur,Kharif,2015,0.22161019889385522,1.0955392270962288,-0.8342107130104719,0.6254444017898263,-0.6794607195460542,0.11022792478713213,1.8575427764133559,-0.20729425193692047,Alluvial,7.1,0.77,230.6,23.3,366.1,35.2,0.33,Soybean,5,rainfed,BT,112.4,1,Onion,0.5428571428571429,0.7454545454545454,0.6612903225806452,0.2,6,3,1,0,1242.9,0.457,Medium,normal,1.777,2010.0,1.722,1.0,0.4,0.6,1243.7,0.021,5,3,0,3,0,False,False,False,False,False,False,False,True,False,False
Wardha,Nagpur,Kharif,2015,0.11848355095134293,0.7612509333378972,-1.1748972511729405,1.4844335522137178,-0.54248576970928,-0.15596133467702594,-0.7275511337045936,-0.20729425193692047,Alluvial,6.9,0.63,258.6,27.2,365.7,29.3,0.32,Cotton,0,rainfed,HYV,102.9,3,Sugarcane,0.31428571428571433,0.7454545454545454,0.7903225806451614,0.0,6,4,1,0,464.8,0.361,Medium,normal,1.04,1908.0,0.692,1.0,0.4,0.8,504.1,0.021,0,3,2,6,0,False,False,False,False,False,False,False,True,False,False
Wardha,Nagpur,Kharif,2015,0.2110110711886526,1.4298275208545632,-0.6638674439292372,1.4903987546472166,-0.4055108198725057,0.08129430962798452,-0.7275511337045936,-0.20729425193692047,Red Laterite,6.5,0.46,215.8,13.9,278.8,23.8,0.41,Rice,0,furrow,HYV,176.0,5,Tur Dal,0.7142857142857144,0.6000000000000001,0.435483870967742,0.2,3,0,1,1,2320.1,0.564,High,normal,0.66,2088.0,0.755,0.9,0.65,0.0,2208.0,-0.059,4,2,2,7,0,False,False,False,False,True,False,False,True,False,False
Chandrapur,Nagpur,Kharif,2015,0.08611324201383226,0.7241077895869709,0.06009144966600988,-0.6033872995110175,-0.4055108198725057,-0.239868818638554,-0.02252552185424372,-0.20729425193692047,Alluvial,7.4,0.85,253.0,21.3,361.3,29.2,0.23,Soybean,-3,rainfed,BT,251.1,1,Tur Dal,0.4857142857142858,0.8181818181818181,0.7580645161290324,0.2,8,0,0,0,1270.8,0.273,Medium,normal,1.567,2076.0,2.982,1.0,0.4,0.0,1189.9,0.08,5,3,0,7,0,False,False,False,False,False,False,False,True,False,False
Chandrapur,Nagpur,Kharif,2015,0.34679449097962717,1.2069686583490078,-0.9619681648213974,0.6850964261248187,-1.3643354687299258,0.43139105305367065,0.44749155271265617,-0.20729425193692047,Alluvial,7.1,0.77,279.8,30.4,371.4,32.2,0.56,Cotton,-6,rainfed,Desi,117.9,4,Tur Dal,0.8571428571428572,0.9818181818181817,0.6935483870967744,0.0,5,5,1,0,528.4,0.267,Medium,normal,1.267,2010.0,1.68,1.0,0.4,0.833,491.3,0.17,0,3,1,7,0,False,False,False,False,False,False,False,True,False,False
Chandrapur,Nagpur,Kharif,2015,0.42399624548103565,1.0212529395943788,-0.0676660021449163,-0.6332133116785138,-0.54248576970928,0.6281396361358745,0.44749155271265617,-0.20729425193692047,Red Laterite,6.1,0.32,178.2,21.3,262.1,24.3,0.21,Rice,-1,sprinkler,Hybrid,180.8,5,Sugarcane,0.8571428571428572,0.8909090909090909,0.6129032258064517,0.2,6,2,0,0,2567.5,0.222,Low,normal,0.784,2106.0,3.148,0.9,0.85,0.4,1655.9,0.12,4,4,3,6,0,False,False,False,False,True,False,False,True,False,False
Gadchiroli,Nagpur,Kharif,2015,0.2896451402448182,0.05553120207030749,-0.19542345395584249,0.15419340954338653,0.005414029637817257,0.2838296157420178,-0.4925425964211436,-0.20729425193692047,Alluvial,7.3,0.68,266.8,39.9,390.3,25.4,0.55,Soybean,-3,canal,BT,237.1,2,Jowar,0.5428571428571429,0.7818181818181817,0.6935483870967744,0.0,4,2,1,0,1091.2,0.263,Medium,normal,1.883,1932.0,1.949,1.0,0.6,0.267,1539.6,0.054,5,0,0,2,0,False,False,False,False,False,False,False,True,False,False
Gadchiroli,Nagpur,Kharif,2015,0.18537264065850026,0.7241077895869709,-0.536109992118311,-0.7465521579149994,-0.26853587003573137,0.014746994761944996,0.6825000899961061,-0.20729425193692047,Alluvial,7.1,0.96,286.3,19.4,275.7,21.7,0.54,Cotton,1,canal,Desi,276.3,3,Rice,0.5142857142857145,0.8909090909090909,0.806451612903226,0.0,7,7,0,1,508.6,0.314,Medium,normal,1.106,1992.0,3.139,1.0,0.6,1.633,498.5,0.114,0,0,1,4,0,False,False,False,False,False,False,False,True,False,False
Gadchiroli,Nagpur,Kharif,2015,0.33304427125395886,1.3183980896017842,-0.19542345395584249,-0.5377700727425259,-0.13156092019895704,0.39377735334677877,-1.6675852828383932,-0.20729425193692047,Red Laterite,6.7,0.38,200.3,21.0,275.9,26.4,0.23,Rice,0,sprinkler,Hybrid,176.0,2,Grapes,0.5714285714285714,0.6000000000000001,0.5161290322580646,0.0,5,1,0,0,2607.4,0.109,Low,normal,0.731,2136.0,3.171,0.9,0.85,0.167,2362.6,-0.046,4,4,3,1,0,False,False,False,False,True,False,False,True,False,False
Gondia,Nagpur,Kharif,2015,0.11289752418779021,0.2783900645758628,-0.15283763668553327,1.4367119327457238,0.005414029637817257,-0.17042814225659975,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,7.1,0.79,242.4,18.5,323.4,27.4,0.58,Soybean,8,sprinkler,Desi,170.0,2,Sugarcane,0.28571428571428575,0.49090909090909074,0.5806451612903227,0.0,4,2,1,0,1424.1,0.304,Medium,normal,1.609,1974.0,0.694,1.0,0.85,0.267,1581.7,-0.092,5,4,1,6,0,True,False,False,False,False,False,False,True,False,False
Gondia,Nagpur,Kharif,2015,0.3598285534279168,1.0955392270962288,-0.025080184874607076,-0.49601365570803135,-0.6794607195460542,0.4632180297287331,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,7.4,0.49,245.9,17.3,377.5,32.5,0.56,Cotton,-2,furrow,BT,289.9,4,Tur Dal,0.9142857142857141,0.9636363636363636,0.6451612903225807,0.0,5,7,1,0,569.9,0.314,Medium,normal,1.28,2124.0,3.023,0.9,0.65,1.167,352.6,0.168,0,2,0,7,0,True,False,False,False,False,False,False,True,False,False
Gondia,Nagpur,Kharif,2015,0.26314732098181154,0.5755352145832682,-0.2380092712261502,1.1444170135042606,-0.6794607195460542,0.21438893936006356,0.9175086272795561,-0.20729425193692047,Red Laterite,6.5,0.31,199.6,15.6,242.7,20.9,0.23,Rice,1,rainfed,HYV,208.2,2,Rice,0.5999999999999999,0.5636363636363637,0.467741935483871,0.4,18,0,1,1,1601.8,0.912,Critical,pest_outbreak,0.691,2010.0,1.039,0.9,0.4,0.0,1669.3,-0.052,4,3,2,4,0,False,False,False,False,True,False,False,True,False,False
Bhandara,Nagpur,Kharif,2015,0.41883991308391,1.5041138083564132,-1.3878263375244837,0.2734974582133714,0.2793639293113659,0.6136728285563007,-0.02252552185424372,-0.20729425193692047,Red Laterite,6.2,0.37,208.8,14.8,251.8,25.4,0.43,Soybean,0,rainfed,Desi,270.9,1,Rice,0.6285714285714286,0.4363636363636364,0.33870967741935487,0.0,6,6,0,0,932.7,0.21,Low,normal,2.083,1998.0,2.26,0.9,0.4,1.2,977.7,-0.109,5,3,1,4,0,False,False,False,False,True,False,False,True,False,False
Bhandara,Nagpur,Kharif,2015,0.3084084609121364,0.6126783583341945,-0.9619681648213974,1.0907301916027679,-0.6794607195460542,0.3330167615125688,-0.7275511337045936,-0.20729425193692047,Red Laterite,6.3,0.2,161.6,14.1,249.5,16.9,0.23,Cotton,0,rainfed,Hybrid,206.6,3,Rice,0.28571428571428575,0.5818181818181818,0.6612903225806452,0.0,3,2,0,1,384.5,0.121,Low,normal,1.229,1914.0,1.103,0.6,0.4,0.2,454.9,-0.029,0,3,3,4,0,False,False,False,False,True,False,False,True,False,False
Bhandara,Nagpur,Kharif,2015,-0.0031199547475360954,0.6498215020851208,-0.4509383575776941,-0.4125008216390416,-0.54248576970928,-0.46844437839582015,0.6825000899961061,-0.20729425193692047,Deep Black Cotton,7.7,0.45,278.8,21.7,417.1,35.6,1.13,Rice,-7,rainfed,HYV,237.0,1,Soybean,0.9142857142857141,0.709090909090909,0.41935483870967744,0.0,4,6,1,1,1855.4,0.366,Medium,normal,0.536,1992.0,2.742,0.7,0.4,0.8,2315.8,0.041,4,3,2,5,0,True,False,False,False,False,False,False,True,False,False
Mumbai City,Konkan,Kharif,2016,2.647521360285981,-2.210200566736167,0.9118077950721825,1.812519686056176,-0.9534106192196029,0.6049927440085564,-1.6675852828383932,-0.20729425193692047,Laterite,5.3,0.55,215.6,7.5,136.3,16.3,0.14,Rice,-1,sprinkler,HYV,198.4,2,Rice,0.8,0.8,0.5645161290322581,0.2,3,7,0,0,2202.5,0.329,Medium,normal,2.078,1722.0,0.211,0.6,0.85,0.7,2070.4,0.105,4,4,2,4,0,False,True,False,False,False,False,True,False,False,False
Mumbai Suburban,Konkan,Kharif,2016,2.4852401212319997,-2.135914279234314,0.741464525990947,1.5619811838492077,0.14238897947459156,0.4487512221491593,-1.4325767455549432,-0.20729425193692047,Laterite,6.4,0.66,229.6,8.9,231.8,27.1,0.24,Rice,-5,sprinkler,HYV,255.5,2,Sugarcane,0.9714285714285713,0.8363636363636364,0.5000000000000001,0.0,0,4,1,1,2378.0,0.401,Medium,normal,1.983,1710.0,0.393,1.0,0.85,0.0,3154.3,0.036,4,4,2,6,0,False,True,False,False,False,False,True,False,False,False
Thane,Konkan,Kharif,2016,2.649956295029068,-1.690196554223205,1.9764532268298982,1.812519686056176,-0.4055108198725057,0.6078861055244712,-0.02252552185424372,-0.20729425193692047,Alluvial,7.5,0.81,316.9,36.7,296.6,33.4,0.52,Rice,-3,furrow,HYV,255.0,0,Cotton,1.0,0.7636363636363637,0.41935483870967744,0.2,5,6,1,0,2278.6,0.487,Medium,normal,2.079,1956.0,0.228,0.8,0.65,1.0,2772.0,0.085,4,2,2,0,0,False,False,False,False,False,False,True,False,False,False
Palghar,Konkan,Kharif,2016,2.549264581829643,-2.210200566736167,1.763524140478355,1.5023291595142152,-0.54248576970928,0.512405175499284,-0.9625596709880434,-0.20729425193692047,Alluvial,7.5,0.9,257.6,37.3,269.5,35.7,0.29,Rice,-1,rainfed,Desi,237.3,2,Sugarcane,0.3428571428571429,0.7818181818181817,0.806451612903226,0.2,2,4,1,0,2610.2,0.448,Medium,normal,2.021,1842.0,0.43,0.8,0.4,0.267,2327.5,0.101,4,3,1,6,0,False,False,False,False,False,False,True,False,False,False
Raigad,Konkan,Kharif,2016,2.3251073540101546,-1.1701925417102428,0.5711212569097132,1.812519686056176,0.14238897947459156,0.2954030618056769,0.6825000899961061,-0.20729425193692047,Alluvial,7.3,0.98,304.7,29.6,309.1,25.6,0.39,Rice,11,sprinkler,HYV,131.8,4,Cotton,0.9714285714285713,0.8909090909090909,0.5483870967741936,0.4,4,3,0,0,2628.9,0.218,Low,normal,1.89,1842.0,0.247,0.8,0.85,0.4,1837.3,0.091,4,4,2,0,0,False,False,False,False,False,False,True,False,False,False
Ratnagiri,Konkan,Kharif,2016,1.615395492128004,-2.395916285490796,1.7209383232080457,1.812519686056176,-0.4055108198725057,-0.3874302559502069,-0.25753405913769367,-0.20729425193692047,Laterite,5.4,0.69,188.1,17.7,224.2,35.0,0.28,Rice,-7,sprinkler,Desi,201.9,5,Jowar,0.7714285714285714,0.5272727272727271,0.33870967741935487,0.0,11,0,0,0,3019.4,0.207,Low,normal,1.477,1806.0,0.205,0.8,0.85,0.0,2451.6,-0.011,4,4,1,2,0,False,True,False,False,False,False,True,False,False,False
Sindhudurg,Konkan,Kharif,2016,2.60913533021849,-2.024484847981538,1.2524943332346516,1.812519686056176,-0.6794607195460542,0.5702724058175792,0.21248301542920622,-0.20729425193692047,Laterite,5.8,0.48,201.8,12.8,176.2,34.7,0.38,Rice,-3,sprinkler,BT,126.0,1,Sugarcane,0.45714285714285713,0.5272727272727271,0.5161290322580646,0.2,1,6,1,0,2636.0,0.422,Medium,normal,2.056,1800.0,0.217,0.9,0.85,0.2,2960.2,-0.085,4,4,0,6,0,False,True,False,False,False,False,True,False,False,False
Nashik,Nashik,Rabi,2016,-0.8009191617472491,-1.690196554223205,-1.0897256166323235,-1.7188801545753762,0.005414029637817257,-0.4626576553639906,-0.02252552185424372,4.757955048895352,Medium Black,7.5,0.66,157.6,28.7,329.3,33.4,0.25,Onion,4,rainfed,Hybrid,210.4,2,Onion,0.45714285714285713,0.509090909090909,0.5000000000000001,0.0,7,0,1,1,12001.5,0.461,Medium,normal,0.215,1524.0,2.934,1.0,0.4,0.0,12899.9,-0.099,3,3,3,3,1,False,False,True,False,False,False,False,False,True,False
Nashik,Nashik,Year-Round,2016,-0.8398781176366426,1.0212529395943788,2.019039044100206,-1.2834203769299313,-0.4055108198725057,-0.4047904250456954,-0.02252552185424372,-0.20729425193692047,Medium Black,7.2,0.59,229.0,13.6,365.6,28.0,0.51,Grapes,2,rainfed,Hybrid,101.8,5,Onion,0.9142857142857141,0.9818181818181817,0.6612903225806452,0.2,3,4,0,1,19098.4,0.449,Medium,normal,0.098,2400.0,3.894,0.9,0.4,0.4,20683.0,0.161,1,3,3,3,2,False,False,True,False,False,False,False,False,True,False
Ahmednagar,Nashik,Rabi,2016,-0.783588155634688,-1.7644828417250562,-2.282128500200965,-0.3289879875700523,0.005414029637817257,-0.1299210810337931,-0.02252552185424372,5.99926737410342,Medium Black,6.9,0.34,176.5,14.4,308.9,20.2,0.58,Onion,0,rainfed,BT,124.4,3,Rice,0.5999999999999999,0.36363636363636365,0.29032258064516137,0.2,5,4,1,0,11868.0,0.44,Medium,normal,0.245,1344.0,1.848,0.9,0.4,0.667,15042.3,-0.154,3,3,0,4,1,False,False,True,False,False,False,False,False,True,False
Ahmednagar,Nashik,Year-Round,2016,-0.8235497317124115,0.8726803645906761,1.5080092368565026,-0.758482562781998,-0.54248576970928,0.0668275020484107,-0.02252552185424372,-0.20729425193692047,Red,5.5,0.34,165.1,8.2,268.4,14.4,0.28,Grapes,1,drip,BT,134.3,5,Soybean,0.3714285714285715,0.6545454545454545,0.6774193548387097,0.0,5,3,0,0,20041.4,0.107,Low,normal,0.117,2304.0,3.221,0.3,1.0,0.5,16328.5,0.006,1,1,0,5,2,False,False,False,True,False,False,False,False,True,False
Dhule,Nashik,Rabi,2016,-0.771127019008301,-2.321629997988943,-1.6007554238760267,-2.2020615516888147,-0.54248576970928,0.11022792478713213,-0.02252552185424372,2.2753303984792157,Medium Black,7.3,0.48,166.9,17.9,310.6,17.2,0.53,Onion,2,rainfed,BT,205.7,4,Cotton,0.3428571428571429,0.8,0.8225806451612904,0.4,9,23,0,0,12499.7,0.597,High,normal,0.267,1350.0,2.998,0.8,0.4,6.9,13634.6,0.036,3,3,0,0,1,False,False,True,False,False,False,False,False,True,False
Dhule,Nashik,Year-Round,2016,-0.8153855387502961,1.5784000958582658,1.2099085159643426,-1.104464303924954,-0.6794607195460542,0.3040831463534212,-0.02252552185424372,-0.20729425193692047,Red,6.9,0.5,165.4,10.1,174.5,21.5,0.34,Grapes,-8,rainfed,HYV,169.6,4,Onion,0.45714285714285713,0.5272727272727271,0.5161290322580646,0.0,12,4,0,0,17699.1,0.403,Medium,normal,0.126,2376.0,3.997,0.9,0.4,1.6,21714.8,-0.114,1,3,2,3,2,False,False,False,True,False,False,False,False,True,False
Nandurbar,Nashik,Rabi,2016,-0.7539392443512156,-2.2844868542380183,-1.8136845102275698,-1.0388470771564622,0.005414029637817257,0.44296449911732966,-0.02252552185424372,3.516642723687284,Red,5.8,0.3,187.8,12.6,230.4,19.7,0.24,Onion,-1,sprinkler,HYV,135.0,3,Rice,0.8571428571428572,0.4,0.17741935483870971,0.0,0,12,0,1,14285.5,0.153,Low,normal,0.297,1326.0,2.202,0.6,0.85,0.0,15161.4,-0.145,3,4,2,4,1,False,False,False,True,False,False,False,False,True,False
Nandurbar,Nashik,Year-Round,2016,-0.8413104321913997,1.3183980896017842,2.231968130451749,-0.3289879875700523,-0.26853587003573137,-0.44529748626850213,-0.02252552185424372,-0.20729425193692047,Red,5.6,0.32,171.8,8.9,201.7,24.1,0.11,Grapes,3,sprinkler,HYV,266.1,4,Jowar,0.6571428571428573,0.9636363636363636,0.7903225806451614,0.0,6,0,0,1,21849.6,0.339,Medium,normal,0.096,2478.0,2.921,0.7,0.85,0.0,17908.9,0.165,1,4,2,2,2,False,False,False,True,False,False,False,False,True,False
Jalgaon,Nashik,Rabi,2016,-0.7861663218332507,-1.7273396979741311,-1.3878263375244837,-0.054588675629087,-0.8164356693828286,-0.17910822680434405,-0.02252552185424372,2.2753303984792157,Red,6.1,0.43,177.1,16.0,150.9,12.1,0.19,Onion,-3,furrow,HYV,148.3,2,Sugarcane,0.9142857142857141,0.9818181818181817,0.6612903225806452,0.0,3,4,1,0,14802.4,0.192,Low,normal,0.241,1476.0,1.649,0.8,0.65,0.4,15015.7,0.179,3,2,2,6,1,False,False,False,True,False,False,False,False,True,False
Jalgaon,Nashik,Year-Round,2016,-0.8277034439212071,1.8012589583638212,2.274553947722058,-2.0827575030188297,-0.4055108198725057,-0.05180032010409452,-0.02252552185424372,-0.20729425193692047,Red,5.8,0.32,189.7,8.4,229.9,23.1,0.15,Grapes,-1,drip,Hybrid,248.3,6,Rice,0.5999999999999999,0.4181818181818182,0.33870967741935487,0.0,7,5,0,0,20580.3,0.233,Low,normal,0.112,2562.0,5.382,0.7,1.0,1.167,22112.3,-0.131,1,1,3,4,2,False,False,False,True,False,False,False,False,True,False
